QuizTitle,QuestionText,EditorialDifficulty,Source
Queen Quiz: Archive Explorer (Part 1),At which venue did Queen perform in Cologne on 7 May 1982?,Hard,https://www.queenconcerts.com/detail/live/570/queen-live-07-05-1982-sporthalle-cologne-germany.html
Queen Quiz: Archive Explorer (Part 1),Which 1996 film received a mini-opera from Brian May?,Hard,https://www.queenonline.com/brian_may
Queen Quiz: Archive Explorer (Part 1),Which city hosted Queen's 10 April 1982 show at Ice Stadium?,Hard,https://www.queenconcerts.com/detail/live/554/queen-live-10-04-1982-ice-stadium-stockholm-sweden.html
Queen Quiz: Archive Explorer (Part 1),Which country inspired Roger Taylor's song 'People on Streets' through the inequality he saw there?,Hard,https://www.queenonline.com/roger_taylor
Queen Quiz: Archive Explorer (Part 1),What happened in Queen's story on 23 August 1969?,Very Hard,"Queen: As It Began (user-supplied text); history key ibex-with-freddie-on-lead-vocals-play-the-bolton-octagon-theatre-followed-by-an-open-air-festival-in-queens-park-1969-08-23; distractors: tim-staffell-brings-art-college-friend-freddie-bulsara-to-a-smile-rehearsal-for-the-first-time-1969, disillusioned-with-liverpool-freddie-and-mike-bersin-head-back-to-london-ending-freddie-s-time-in-ibex-1969-09, john-plays-his-final-gig-with-art-before-leaving-for-university-in-london-1969-08"
Queen Quiz: Archive Explorer (Part 1),How many tracks were included in the 2024 'Queen I' 6CD box set?,Very Hard,https://www.queenonline.com/news/queen-i-queen-remixed-remastered-and-expanded-out-now
Queen Quiz: Archive Explorer (Part 1),At which venue did Queen perform in Sydney on 29 April 1985?,Very Hard,https://www.queenconcerts.com/detail/live/665/queen-live-29-04-1985-entertainments-centre-sydney-australia.html
Queen Quiz: Archive Explorer (Part 2),"In which decade did this happen: Brian May marries longtime girlfriend Chrissy Mullen at St Osmund's Roman Catholic Church, Castlenau, Barnes?",Easy,Queen: As It Began (user-supplied text); history key brian-may-marries-longtime-girlfriend-chrissy-mullen-at-st-osmund-s-roman-catholic-church-castlenau-barnes-1976-05-29
Queen Quiz: Archive Explorer (Part 2),"In which decade did this happen: The Star Fleet Project mini-album is released in the UK, reaching number one on the UK Heavy Metal chart?",Easy,Queen: As It Began (user-supplied text); history key the-star-fleet-project-mini-album-is-released-in-the-uk-reaching-number-one-on-the-uk-heavy-metal-chart-1983-10-31
Queen Quiz: Archive Explorer (Part 2),"In which decade did this happen: The Crazy Tour reaches London's Lyceum Ballroom; Paul McCartney, booked to play the venue soon after, agrees to split the cost of roof modifications for the lighting rig?",Easy,Queen: As It Began (user-supplied text); history key the-crazy-tour-reaches-london-s-lyceum-ballroom-paul-mccartney-booked-to-play-the-venue-soon-after-agrees-to-1979-12-13
Queen Quiz: Archive Explorer (Part 2),In which country did Queen play at Palacio Municipal de Deportes on 13 December 1974?,Medium,https://www.queenconcerts.com/detail/live/144/queen-live-13-12-1974-palacio-municipal-de-deportes-barcelona-spain.html
Queen Quiz: Archive Explorer (Part 2),For how many consecutive weeks did 'Bohemian Rhapsody' top the UK chart on its original release?,Medium,https://www.queenonline.com/freddie_mercury
Queen Quiz: Archive Explorer (Part 2),In which country did Queen play at University on 28 March 1974?,Medium,https://www.queenconcerts.com/detail/live/91/queen-live-28-03-1974-university-aberystwyth-uk.html
Queen Quiz: Archive Explorer (Part 2),"In what year did this Queen-related event occur: Hot Space is released, marking a stylistic shift toward funk/disco that divides fans?",Medium,Queen: As It Began (user-supplied text); history key hot-space-is-released-marking-a-stylistic-shift-toward-funk-disco-that-divides-fans-1982-05-21
Queen Quiz: Archive Explorer (Part 2),In which country did Queen play at Musikhalle on 5 December 1974?,Medium,https://www.queenconcerts.com/detail/live/140/queen-live-05-12-1974-musikhalle-hamburg-germany.html
Queen Quiz: Archive Explorer (Part 2),In which country did Queen play at Estádio do Morumbi on 21 March 1981?,Medium,https://www.queenconcerts.com/detail/live/544/queen-live-21-03-1981-estádio-do-morumbi-sao-paulo-brazil.html
Queen Quiz: Archive Explorer (Part 2),"In what year did this Queen-related event occur: Greatest Flix, a compilation of Queen's promotional videos, is released in the UK?",Medium,Queen: As It Began (user-supplied text); history key greatest-flix-a-compilation-of-queen-s-promotional-videos-is-released-in-the-uk-1981-10-19
Queen Quiz: Archive Explorer (Part 2),In which month of 1969 did this happen: John plays his final gig with Art before leaving for university in London?,Hard,Queen: As It Began (user-supplied text); history key john-plays-his-final-gig-with-art-before-leaving-for-university-in-london-1969-08
Queen Quiz: Archive Explorer (Part 2),In what year did this Queen-related event occur: Roger joins local band Johnny Quale and the Reaction?,Hard,Queen: As It Began (user-supplied text); history key roger-joins-local-band-johnny-quale-and-the-reaction-1965
Queen Quiz: Archive Explorer (Part 2),Which city hosted Queen's 2 May 1979 show at Prefectural Athletic Association?,Hard,https://www.queenconcerts.com/detail/live/447/queen-live-02-05-1979-prefectural-athletic-association-yamaguchi-japan.html
Queen Quiz: Archive Explorer (Part 2),Which Queen member has the individual writing credit for 'Put Out the Fire'?,Hard,"Queen: Complete Works (user-supplied text), Part Three: The Songs; Put Out the Fire"
Queen Quiz: Archive Explorer (Part 2),Which Queen member has the individual writing credit for 'Tear It Up'?,Hard,"Queen: Complete Works (user-supplied text), Part Three: The Songs; Tear It Up"
Queen Quiz: Archive Explorer (Part 2),Which city hosted Queen's 21 August 1982 show at Reunion?,Hard,https://www.queenconcerts.com/detail/live/602/queen-live-21-08-1982-reunion-dallas-tx-usa.html
Queen Quiz: Archive Explorer (Part 2),In which month of 1972 did this happen: John organises a gig at Bedford College attended by just six people - one of his most embarrassing moments?,Hard,Queen: As It Began (user-supplied text); history key john-organises-a-gig-at-bedford-college-attended-by-just-six-people-one-of-his-most-embarrassing-moments-1972-01
Queen Quiz: Archive Explorer (Part 2),In what year did this Queen-related event occur: Queen begin a sold-out five-night run at Tokyo's Budokan Hall?,Hard,Queen: As It Began (user-supplied text); history key queen-begin-a-sold-out-five-night-run-at-tokyo-s-budokan-hall-1981-02-12
Queen Quiz: Archive Explorer (Part 2),In which month of 1973 did this happen: Queen's debut album is finished but still without a record deal?,Hard,Queen: As It Began (user-supplied text); history key queen-s-debut-album-is-finished-but-still-without-a-record-deal-1973-01
Queen Quiz: Archive Explorer (Part 2),At which venue did Queen perform in Manchester on 27 November 1979?,Hard,https://www.queenconcerts.com/detail/live/454/queen-live-27-11-1979-apollo-theatre-manchester-uk.html
Queen Quiz: Archive Explorer (Part 2),Which Hollywood actor took an early co-producing interest in the 'We Will Rock You' musical?,Hard,https://www.queenonline.com/news/queen-the-greatest-we-will-rock-you-episode-43
Queen Quiz: Archive Explorer (Part 2),At which venue did Queen perform in Toronto on 30 August 1980?,Very Hard,https://www.queenconcerts.com/detail/live/499/queen-live-30-08-1980-cne-toronto-canada.html
Queen Quiz: Archive Explorer (Part 2),At which venue did Queen perform in Caracas on 26 September 1981?,Very Hard,https://www.queenconcerts.com/detail/live/546/queen-live-26-09-1981-poliedro-de-caracas-caracas-venezuela.html
Queen Quiz: Archive Explorer (Part 2),On which May date in 2002 did the original 'We Will Rock You' musical open?,Very Hard,https://www.queenonline.com/news/queen-the-greatest-we-will-rock-you-episode-43
Queen Quiz: Archive Explorer (Part 2),At which venue did Queen perform in Kalamazoo on 11 November 1978?,Very Hard,https://www.queenconcerts.com/detail/live/381/queen-live-11-11-1978-wings-stadium-kalamazoo-mi-usa.html
Queen Quiz: Archive Explorer (Part 3),In which decade did this happen: Freddie celebrates his birthday by flying his closest friends to New York on Concorde for a five-day party at the Berkshire Hotel?,Easy,Queen: As It Began (user-supplied text); history key freddie-celebrates-his-birthday-by-flying-his-closest-friends-to-new-york-on-concorde-for-a-five-day-party-at-the-1981-09-05
Queen Quiz: Archive Explorer (Part 3),"In which decade did this happen: Tim Staffell leaves Brian and Roger, ending Smile?",Easy,Queen: As It Began (user-supplied text); history key tim-staffell-leaves-brian-and-roger-ending-smile-1970
Queen Quiz: Archive Explorer (Part 3),"In which decade did this happen: Queen II is released in the UK, marking the first Queen sleeve to feature a black side and a white side instead of A/B?",Easy,Queen: As It Began (user-supplied text); history key queen-ii-is-released-in-the-uk-marking-the-first-queen-sleeve-to-feature-a-black-side-and-a-white-side-instead-of-a-b-1974-03-08
Queen Quiz: Archive Explorer (Part 3),Who portrayed Roger Taylor in the 2018 film 'Bohemian Rhapsody'?,Medium,https://www.queenonline.com/news/bohemian-rhapsody-soundtrack-out-today; https://www.queenonline.com/news/press-release-bohemian-rhapsody-digital-dvd-and-blu-ray-release-details; https://www.queenonline.com/news/bohemian-rhapsody-wins-two-baftas
Queen Quiz: Archive Explorer (Part 3),"In what year did this Queen-related event occur: Queen play the opening night of the Concerts for the People of Kampuchea at Hammersmith Odeon, the only band to perform a full set that night?",Medium,Queen: As It Began (user-supplied text); history key queen-play-the-opening-night-of-the-concerts-for-the-people-of-kampuchea-at-hammersmith-odeon-the-only-band-to-1979-12-26
Queen Quiz: Archive Explorer (Part 3),"In what year did this Queen-related event occur: The Cilla Black show Goodbye To The Eighties airs, revealing Queen's Greatest Hits as the fourth best-selling album of all time?",Medium,Queen: As It Began (user-supplied text); history key the-cilla-black-show-goodbye-to-the-eighties-airs-revealing-queen-s-greatest-hits-as-the-fourth-best-selling-album-1989-12-31
Queen Quiz: Archive Explorer (Part 3),In which country did Queen play at Sports & Entertainments Centre on 16 April 1985?,Medium,https://www.queenconcerts.com/detail/live/658/queen-live-16-04-1985-sports-entertainments-centre-melbourne-australia.html
Queen Quiz: Archive Explorer (Part 3),In what year did Queen receive a star on the Hollywood Walk of Fame?,Medium,https://www.queenonline.com/brian_may
Queen Quiz: Archive Explorer (Part 3),"In what year did this Queen-related event occur: Freddie meets opera singer Montserrat Caballe for lunch in Barcelona, plays her 'Barcelona' and 'Exercises In Free Love', and she proposes they record a full album together?",Medium,Queen: As It Began (user-supplied text); history key freddie-meets-opera-singer-montserrat-caballe-for-lunch-in-barcelona-plays-her-barcelona-and-exercises-in-free-1987-03
Queen Quiz: Archive Explorer (Part 3),"In what year did this Queen-related event occur: The Cross play their first-ever live gig, filmed for Meltdown at Teddington Lock Studios?",Medium,Queen: As It Began (user-supplied text); history key the-cross-play-their-first-ever-live-gig-filmed-for-meltdown-at-teddington-lock-studios-1987-11-06
Queen Quiz: Archive Explorer (Part 3),Which city hosted Queen's 17 April 1974 show at Memorial Hall?,Hard,https://www.queenconcerts.com/detail/live/97/queen-live-17-04-1974-memorial-hall-kansas-city-ks-usa.html
Queen Quiz: Archive Explorer (Part 3),Which city hosted Queen's 12 April 1982 show at Drammenshallen?,Hard,https://www.queenconcerts.com/detail/live/555/queen-live-12-04-1982-drammenshallen-drammen-norway.html
Queen Quiz: Archive Explorer (Part 3),At which venue did Queen perform in Strasbourg on 16 December 1980?,Hard,https://www.queenconcerts.com/detail/live/531/queen-live-16-12-1980-hall-rhenus-strasbourg-france.html
Queen Quiz: Archive Explorer (Part 3),"In what year did this Queen-related event occur: Freddie tears knee ligaments in a drunken fall at Munich club Henderson's, spending three weeks in a cast?",Hard,Queen: As It Began (user-supplied text); history key freddie-tears-knee-ligaments-in-a-drunken-fall-at-munich-club-henderson-s-spending-three-weeks-in-a-cast-1984-05
Queen Quiz: Archive Explorer (Part 3),At which venue did Queen perform in London on 23 October 1970?,Hard,https://www.queenconcerts.com/detail/live/1980/queen-live-23-10-1970-potters-bar-youth-club-london-uk.html
Queen Quiz: Archive Explorer (Part 3),Which Queen member has the individual writing credit for 'A Kind of Magic'?,Hard,"Queen: Complete Works (user-supplied text), Part Three: The Songs; A Kind of Magic"
Queen Quiz: Archive Explorer (Part 3),At which venue did Queen perform in London on 16 October 1970?,Hard,https://www.queenconcerts.com/detail/live/6/queen-live-16-10-1970-college-of-estates-manag-london-uk.html
Queen Quiz: Archive Explorer (Part 3),Which Queen member has the individual writing credit for 'Sweet Lady'?,Hard,"Queen: Complete Works (user-supplied text), Part Three: The Songs; Sweet Lady"
Queen Quiz: Archive Explorer (Part 3),Which city hosted Queen's 20 April 1976 show at Festival Hall?,Hard,https://www.queenconcerts.com/detail/live/257/queen-live-20-04-1976-festival-hall-melbourne-australia.html
Queen Quiz: Archive Explorer (Part 3),Which city hosted Queen's 29 October 1982 show at Hokkaidoritso Sangyo Kyoshinajaijo?,Hard,https://www.queenconcerts.com/detail/live/621/queen-live-29-10-1982-hokkaidoritso-sangyo-kyoshinajaijo-sapporo-japan.html
Queen Quiz: Archive Explorer (Part 3),"In what year did this Queen-related event occur: The first International Queen Fan Club Convention is held at Great Yarmouth; over 1,000 fans attend from as far afield as Australia and South America?",Hard,Queen: A Visual Documentary (user-supplied text); history key first-international-queen-fan-club-convention-held-1986-04-25
Queen Quiz: Archive Explorer (Part 3),At which venue did Queen perform in Edinburgh on 2 June 1982?,Very Hard,https://www.queenconcerts.com/detail/live/581/queen-live-02-06-1982-ingliston-showground-edinburgh-uk.html
Queen Quiz: Archive Explorer (Part 3),At which venue did Queen perform in San Antonio on 20 March 1975?,Very Hard,https://www.queenconcerts.com/detail/live/170/queen-live-20-03-1975-municipal-hall-san-antonio-tx-usa.html
Queen Quiz: Archive Explorer (Part 3),At which venue did Queen perform in Wurzburg on 9 May 1982?,Very Hard,https://www.queenconcerts.com/detail/live/571/queen-live-09-05-1982-carl-diem-halle-wurzburg-germany.html
Queen Quiz: Archive Explorer (Part 3),What happened in Queen's story on 6 November 1972?,Very Hard,"Queen: As It Began (user-supplied text); history key queen-play-a-poorly-received-showcase-gig-at-the-pheasantry-pub-king-s-road-chelsea-for-record-company-guests-1972-11-06; distractors: trident-agrees-to-pay-each-member-of-queen-20-per-week-even-though-no-recording-deal-has-yet-been-signed-1972-09, queen-sign-a-legal-contract-with-trident-audio-productions-ltd-1972-11-01, trident-s-barry-sheffield-sees-queen-live-at-a-hospital-dance-in-forest-hill-and-offers-them-a-contract-with-trident-1972-03-24"
Queen Quiz: Archive Explorer (Part 4),In which decade did this happen: Tim Staffell brings art-college friend Freddie Bulsara to a Smile rehearsal for the first time?,Easy,Queen: As It Began (user-supplied text); history key tim-staffell-brings-art-college-friend-freddie-bulsara-to-a-smile-rehearsal-for-the-first-time-1969
Queen Quiz: Archive Explorer (Part 4),Which major 2002 event featured Brian May playing from Buckingham Palace's roof?,Easy,https://www.queenonline.com/brian_may
Queen Quiz: Archive Explorer (Part 4),"In which decade did this happen: Queen, Mott the Hoople and Aerosmith play the Harrisburg Farm Arena, a converted cowshed; Brian and Aerosmith's Joe Perry bond over Jack Daniel's while arguing over set order?",Easy,Queen: As It Began (user-supplied text); history key queen-mott-the-hoople-and-aerosmith-play-the-harrisburg-farm-arena-a-converted-cowshed-brian-and-aerosmith-s-joe-1974-05-01
Queen Quiz: Archive Explorer (Part 4),"In what year did this Queen-related event occur: Roger and John visit South Korea for the first time, doing live Korean television interviews via halting translation?",Medium,Queen: As It Began (user-supplied text); history key roger-and-john-visit-south-korea-for-the-first-time-doing-live-korean-television-interviews-via-halting-translation-1984-03-30
Queen Quiz: Archive Explorer (Part 4),In what year did this Queen-related event occur: Queen play an open-air gig at Slane Castle near Dublin in appalling weather?,Medium,Queen: As It Began (user-supplied text); history key queen-play-an-open-air-gig-at-slane-castle-near-dublin-in-appalling-weather-1986-07-05
Queen Quiz: Archive Explorer (Part 4),At which London theatre did 'We Will Rock You' open in May 2002?,Medium,https://www.queenonline.com/news/queen-the-greatest-we-will-rock-you-episode-43
Queen Quiz: Archive Explorer (Part 4),In what year did this Queen-related event occur: Queen's European tour opens in Brussels at the Forest Nationale?,Medium,Queen: As It Began (user-supplied text); history key queen-s-european-tour-opens-in-brussels-at-the-forest-nationale-1984-08-23
Queen Quiz: Archive Explorer (Part 4),"In what year did this Queen-related event occur: EMI releases a 13-album Queen box set for £70, including the otherwise-unavailable rarities compilation Complete Vision?",Medium,Queen: As It Began (user-supplied text); history key emi-releases-a-13-album-queen-box-set-for-70-including-the-otherwise-unavailable-rarities-compilation-complete-vision-1985-12-02
Queen Quiz: Archive Explorer (Part 4),In what year did this Queen-related event occur: Queen's European tour concludes in Vienna; they fly to South Africa days later?,Medium,Queen: As It Began (user-supplied text); history key queen-s-european-tour-concludes-in-vienna-they-fly-to-south-africa-days-later-1984-09-30
Queen Quiz: Archive Explorer (Part 4),"In what year did this Queen-related event occur: Freddie's single 'Made In Heaven' is released, with an elaborate video recreating Stravinsky's The Rite of Spring and Dante's Inferno?",Medium,Queen: As It Began (user-supplied text); history key freddie-s-single-made-in-heaven-is-released-with-an-elaborate-video-recreating-stravinsky-s-the-rite-of-spring-1985-07-01
Queen Quiz: Archive Explorer (Part 4),At which venue did Queen perform in Vancouver on 14 December 1978?,Hard,https://www.queenconcerts.com/detail/live/402/queen-live-14-12-1978-pne-coliseum-vancouver-canada.html
Queen Quiz: Archive Explorer (Part 4),Which Queen member has the individual writing credit for 'My Fairy King'?,Hard,"Queen: Complete Works (user-supplied text), Part Three: The Songs; My Fairy King"
Queen Quiz: Archive Explorer (Part 4),In which month of 1965 did this happen: Singer Johnny Quale leaves the band; Roger takes over lead vocals and the band is renamed simply Reaction?,Hard,Queen: As It Began (user-supplied text); history key singer-johnny-quale-leaves-the-band-roger-takes-over-lead-vocals-and-the-band-is-renamed-simply-reaction-1965-09
Queen Quiz: Archive Explorer (Part 4),At which venue did Queen perform in New York on 9 May 1974?,Hard,https://www.queenconcerts.com/detail/live/111/queen-live-09-05-1974-uris-theatre-new-york-ny-usa.html
Queen Quiz: Archive Explorer (Part 4),Which city hosted Queen's 17 January 1979 show at Ernst-Merck Halle?,Hard,https://www.queenconcerts.com/detail/live/407/queen-live-17-01-1979-ernst-merck-halle-hamburg-germany.html
Queen Quiz: Archive Explorer (Part 4),In which month of 1969 did this happen: John leaves Beauchamp Grammar School with eight O levels and three grade-A A levels?,Hard,Queen: As It Began (user-supplied text); history key john-leaves-beauchamp-grammar-school-with-eight-o-levels-and-three-grade-a-a-levels-1969-06
Queen Quiz: Archive Explorer (Part 4),"In what year did this Queen-related event occur: Brian joins Bad News on stage at the Reading Rock and Jazz Festival, dodging bottles thrown by unamused metal fans?",Hard,Queen: As It Began (user-supplied text); history key brian-joins-bad-news-on-stage-at-the-reading-rock-and-jazz-festival-dodging-bottles-thrown-by-unamused-metal-fans-1987-08-29
Queen Quiz: Archive Explorer (Part 4),Which Queen member has the individual writing credit for 'Man on the Prowl'?,Hard,"Queen: Complete Works (user-supplied text), Part Three: The Songs; Man on the Prowl"
Queen Quiz: Archive Explorer (Part 4),How many previously unheard songs were promoted for the 2022 'Miracle Sessions' disc?,Hard,https://www.queenonline.com/news/queen-the-miracle-collectors-edition-out-now
Queen Quiz: Archive Explorer (Part 4),Which city hosted Queen's 19 December 1970 show at Congregational Church Hall?,Hard,https://www.queenconcerts.com/detail/live/12/queen-live-19-12-1970-congregational-church-hall-st-helens-uk.html
Queen Quiz: Archive Explorer (Part 4),Which Queen member has the individual writing credit for 'Dragon Attack'?,Hard,"Queen: Complete Works (user-supplied text), Part Three: The Songs; Dragon Attack"
Queen Quiz: Archive Explorer (Part 4),What happened in Queen's story on 19 April 1969?,Very Hard,"Queen: As It Began (user-supplied text); history key smile-play-the-revolution-club-and-meet-mercury-records-lou-reizner-1969-04-19; distractors: john-leaves-beauchamp-grammar-school-with-eight-o-levels-and-three-grade-a-a-levels-1969-06, ibex-with-freddie-on-lead-vocals-play-the-bolton-octagon-theatre-followed-by-an-open-air-festival-in-queens-park-1969-08-23, freddie-joins-liverpool-band-ibex-as-lead-vocalist-and-also-takes-on-a-stall-in-kensington-market-with-roger-taylor-1969"
Queen Quiz: Archive Explorer (Part 4),What happened in Queen's story on 8 January 1971?,Very Hard,"Queen: As It Began (user-supplied text); history key barry-mitchell-plays-his-last-two-gigs-with-queen-at-the-marquee-and-ewell-technical-college-supporting-kevin-1971-01-08; distractors: roger-and-john-undertake-a-promotional-tour-of-japan-for-the-works-1984-03-24, elektra-records-releases-queen-s-debut-album-in-the-usa-it-eventually-climbs-to-number-83-on-the-billboard-chart-1973-09, live-in-rio-home-video-is-released-in-the-uk-going-straight-to-number-one-on-the-video-chart-1985-05-13"
Queen Quiz: Archive Explorer (Part 4),At which venue did Queen perform in Dallas on 25 February 1977?,Very Hard,https://www.queenconcerts.com/detail/live/294/queen-live-25-02-1977-smu-moody-coliseum-dallas-tx-usa.html
Queen Quiz: Archive Explorer (Part 4),At which venue did Queen perform in Marbella on 5 August 1986?,Very Hard,https://www.queenconcerts.com/detail/live/699/queen-live-05-08-1986-estadio-municipal-marbella-spain.html
Queen Quiz: Archive Explorer (Part 5),In which decade did this happen: Freddie's solo single 'Love Me Like There's No Tomorrow' is released but fails to chart?,Easy,Queen: As It Began (user-supplied text); history key freddie-s-solo-single-love-me-like-there-s-no-tomorrow-is-released-but-fails-to-chart-1985-11-18
Queen Quiz: Archive Explorer (Part 5),"In which decade did this happen: Queen fly to Los Angeles to begin rehearsals for their US tour, debuting the 'Fly Swatter' lighting rig?",Easy,Queen: As It Began (user-supplied text); history key queen-fly-to-los-angeles-to-begin-rehearsals-for-their-us-tour-debuting-the-fly-swatter-lighting-rig-1980-06-19
Queen Quiz: Archive Explorer (Part 5),In which decade did this happen: 'Bohemian Rhapsody' hits number one on the UK singles chart?,Easy,Queen: As It Began (user-supplied text); history key bohemian-rhapsody-hits-number-one-on-the-uk-singles-chart-1975-11-25
Queen Quiz: Archive Explorer (Part 5),In which country did Queen play at Mississippi Coast Coliseum on 19 August 1982?,Medium,https://www.queenconcerts.com/detail/live/600/queen-live-19-08-1982-mississippi-coast-coliseum-biloxi-ms-usa.html
Queen Quiz: Archive Explorer (Part 5),Which 2018 Queen film won the 2019 BAFTA for Best Sound?,Medium,https://www.queenonline.com/news/bohemian-rhapsody-soundtrack-out-today; https://www.queenonline.com/news/press-release-bohemian-rhapsody-digital-dvd-and-blu-ray-release-details; https://www.queenonline.com/news/bohemian-rhapsody-wins-two-baftas
Queen Quiz: Archive Explorer (Part 5),In which country did Queen play at Uptown Theatre on 7 March 1975?,Medium,https://www.queenconcerts.com/detail/live/162/queen-live-07-03-1975-uptown-theatre-milwaukee-wi-usa.html
Queen Quiz: Archive Explorer (Part 5),In which country did Queen play at Fairgrounds Appliance Building on 19 April 1974?,Medium,https://www.queenconcerts.com/detail/live/99/queen-live-19-04-1974-fairgrounds-appliance-building-oklahoma-city-ok-usa.html
Queen Quiz: Archive Explorer (Part 5),In which country did Queen play at Groenoordhallen on 11 June 1986?,Medium,https://www.queenconcerts.com/detail/live/675/queen-live-11-06-1986-groenoordhallen-leiden-the-netherlands.html
Queen Quiz: Archive Explorer (Part 5),In what year did this Queen-related event occur: Brian May begins producing the debut album for comedy band Bad News at Sarm Studios?,Medium,Queen: As It Began (user-supplied text); history key brian-may-begins-producing-the-debut-album-for-comedy-band-bad-news-at-sarm-studios-1987-05
Queen Quiz: Archive Explorer (Part 5),"In what year did this Queen-related event occur: Queen play a 20-minute set at Live Aid, Wembley Stadium, at 6pm, broadcast to over a billion people worldwide and widely credited as the day's standout performance?",Medium,Queen: As It Began (user-supplied text); history key queen-play-a-20-minute-set-at-live-aid-wembley-stadium-at-6pm-broadcast-to-over-a-billion-people-worldwide-and-1985-07-13
Queen Quiz: Archive Explorer (Part 5),"In which month of 1976 did this happen: A Day At The Races is released, going on to become Queen's second UK number one album?",Hard,Queen: As It Began (user-supplied text); history key a-day-at-the-races-is-released-going-on-to-become-queen-s-second-uk-number-one-album-1976-12-10
Queen Quiz: Archive Explorer (Part 5),"Which Queen member has the individual writing credit for 'All Dead, All Dead'?",Hard,"Queen: Complete Works (user-supplied text), Part Three: The Songs; All Dead, All Dead"
