QuizTitle,QuizDescription,QuestionText,Category,Difficulty,Points,OptionText,IsCorrect
Queen Quiz: Archive Explorer (Part 1),,What happened in Queen's story on 23 August 1969?,Queen Timeline,hard,4,Tim Staffell brings art-college friend Freddie Bulsara to a Smile rehearsal for the first time,false
Queen Quiz: Archive Explorer (Part 1),,What happened in Queen's story on 23 August 1969?,,,,"Disillusioned with Liverpool, Freddie and Mike Bersin head back to London, ending Freddie's time in Ibex",false
Queen Quiz: Archive Explorer (Part 1),,What happened in Queen's story on 23 August 1969?,,,,"Ibex (with Freddie on lead vocals) play the Bolton Octagon Theatre, followed by an open-air festival in Queens Park the next day",true
Queen Quiz: Archive Explorer (Part 1),,What happened in Queen's story on 23 August 1969?,,,,John plays his final gig with Art before leaving for university in London,false
Queen Quiz: Archive Explorer (Part 1),,How many tracks were included in the 2024 'Queen I' 6CD box set?,Archive Releases,hard,4,43,false
Queen Quiz: Archive Explorer (Part 1),,How many tracks were included in the 2024 'Queen I' 6CD box set?,,,,50,false
Queen Quiz: Archive Explorer (Part 1),,How many tracks were included in the 2024 'Queen I' 6CD box set?,,,,72,false
Queen Quiz: Archive Explorer (Part 1),,How many tracks were included in the 2024 'Queen I' 6CD box set?,,,,63,true
Queen Quiz: Archive Explorer (Part 1),,At which venue did Queen perform in Sydney on 29 April 1985?,Concerts,hard,4,Entertainments Centre,true
Queen Quiz: Archive Explorer (Part 1),,At which venue did Queen perform in Sydney on 29 April 1985?,,,,Yoyogi Taiikukan,false
Queen Quiz: Archive Explorer (Part 1),,At which venue did Queen perform in Sydney on 29 April 1985?,,,,Sports & Entertainments Centre,false
Queen Quiz: Archive Explorer (Part 1),,At which venue did Queen perform in Sydney on 29 April 1985?,,,,Castle Hall,false
Queen Quiz: Archive Explorer (Part 2),"25 fresh questions on Queen concerts, milestones, songwriting and the band's wider story.","In which decade did this happen: Brian May marries longtime girlfriend Chrissy Mullen at St Osmund's Roman Catholic Church, Castlenau, Barnes?",Queen Timeline,easy,1,1970s,true
Queen Quiz: Archive Explorer (Part 2),,"In which decade did this happen: Brian May marries longtime girlfriend Chrissy Mullen at St Osmund's Roman Catholic Church, Castlenau, Barnes?",,,,2000s,false
Queen Quiz: Archive Explorer (Part 2),,"In which decade did this happen: Brian May marries longtime girlfriend Chrissy Mullen at St Osmund's Roman Catholic Church, Castlenau, Barnes?",,,,1980s,false
Queen Quiz: Archive Explorer (Part 2),,"In which decade did this happen: Brian May marries longtime girlfriend Chrissy Mullen at St Osmund's Roman Catholic Church, Castlenau, Barnes?",,,,1950s,false
Queen Quiz: Archive Explorer (Part 2),,"In which decade did this happen: The Star Fleet Project mini-album is released in the UK, reaching number one on the UK Heavy Metal chart?",Queen Timeline,easy,1,2000s,false
Queen Quiz: Archive Explorer (Part 2),,"In which decade did this happen: The Star Fleet Project mini-album is released in the UK, reaching number one on the UK Heavy Metal chart?",,,,1980s,true
Queen Quiz: Archive Explorer (Part 2),,"In which decade did this happen: The Star Fleet Project mini-album is released in the UK, reaching number one on the UK Heavy Metal chart?",,,,1970s,false
Queen Quiz: Archive Explorer (Part 2),,"In which decade did this happen: The Star Fleet Project mini-album is released in the UK, reaching number one on the UK Heavy Metal chart?",,,,1950s,false
Queen Quiz: Archive Explorer (Part 2),,"In which decade did this happen: The Crazy Tour reaches London's Lyceum Ballroom; Paul McCartney, booked to play the venue soon after, agrees to split the cost of roof modifications for the lighting rig?",Queen Timeline,easy,1,2010s,false
Queen Quiz: Archive Explorer (Part 2),,"In which decade did this happen: The Crazy Tour reaches London's Lyceum Ballroom; Paul McCartney, booked to play the venue soon after, agrees to split the cost of roof modifications for the lighting rig?",,,,2000s,false
Queen Quiz: Archive Explorer (Part 2),,"In which decade did this happen: The Crazy Tour reaches London's Lyceum Ballroom; Paul McCartney, booked to play the venue soon after, agrees to split the cost of roof modifications for the lighting rig?",,,,1970s,true
Queen Quiz: Archive Explorer (Part 2),,"In which decade did this happen: The Crazy Tour reaches London's Lyceum Ballroom; Paul McCartney, booked to play the venue soon after, agrees to split the cost of roof modifications for the lighting rig?",,,,1950s,false
Queen Quiz: Archive Explorer (Part 2),,In which country did Queen play at Palacio Municipal de Deportes on 13 December 1974?,Concerts,medium,2,Mexico,false
Queen Quiz: Archive Explorer (Part 2),,In which country did Queen play at Palacio Municipal de Deportes on 13 December 1974?,,,,Sweden,false
Queen Quiz: Archive Explorer (Part 2),,In which country did Queen play at Palacio Municipal de Deportes on 13 December 1974?,,,,Belgium,false
Queen Quiz: Archive Explorer (Part 2),,In which country did Queen play at Palacio Municipal de Deportes on 13 December 1974?,,,,Spain,true
Queen Quiz: Archive Explorer (Part 2),,For how many consecutive weeks did 'Bohemian Rhapsody' top the UK chart on its original release?,Freddie Mercury,medium,2,Nine,true
Queen Quiz: Archive Explorer (Part 2),,For how many consecutive weeks did 'Bohemian Rhapsody' top the UK chart on its original release?,,,,Four,false
Queen Quiz: Archive Explorer (Part 2),,For how many consecutive weeks did 'Bohemian Rhapsody' top the UK chart on its original release?,,,,Six,false
Queen Quiz: Archive Explorer (Part 2),,For how many consecutive weeks did 'Bohemian Rhapsody' top the UK chart on its original release?,,,,Twelve,false
Queen Quiz: Archive Explorer (Part 2),,In which country did Queen play at University on 28 March 1974?,Concerts,medium,2,France,false
Queen Quiz: Archive Explorer (Part 2),,In which country did Queen play at University on 28 March 1974?,,,,UK,true
Queen Quiz: Archive Explorer (Part 2),,In which country did Queen play at University on 28 March 1974?,,,,Belgium,false
Queen Quiz: Archive Explorer (Part 2),,In which country did Queen play at University on 28 March 1974?,,,,Italy,false
Queen Quiz: Archive Explorer (Part 2),,"In what year did this Queen-related event occur: Hot Space is released, marking a stylistic shift toward funk/disco that divides fans?",Queen Timeline,medium,2,1986,false
Queen Quiz: Archive Explorer (Part 2),,"In what year did this Queen-related event occur: Hot Space is released, marking a stylistic shift toward funk/disco that divides fans?",,,,1980,false
Queen Quiz: Archive Explorer (Part 2),,"In what year did this Queen-related event occur: Hot Space is released, marking a stylistic shift toward funk/disco that divides fans?",,,,1982,true
Queen Quiz: Archive Explorer (Part 2),,"In what year did this Queen-related event occur: Hot Space is released, marking a stylistic shift toward funk/disco that divides fans?",,,,1981,false
Queen Quiz: Archive Explorer (Part 2),,In which country did Queen play at Musikhalle on 5 December 1974?,Concerts,medium,2,Brazil,false
Queen Quiz: Archive Explorer (Part 2),,In which country did Queen play at Musikhalle on 5 December 1974?,,,,Italy,false
Queen Quiz: Archive Explorer (Part 2),,In which country did Queen play at Musikhalle on 5 December 1974?,,,,Venezuela,false
Queen Quiz: Archive Explorer (Part 2),,In which country did Queen play at Musikhalle on 5 December 1974?,,,,Germany,true
Queen Quiz: Archive Explorer (Part 2),,In which country did Queen play at Estádio do Morumbi on 21 March 1981?,Concerts,medium,2,Brazil,true
Queen Quiz: Archive Explorer (Part 2),,In which country did Queen play at Estádio do Morumbi on 21 March 1981?,,,,The Netherlands,false
Queen Quiz: Archive Explorer (Part 2),,In which country did Queen play at Estádio do Morumbi on 21 March 1981?,,,,Finland,false
Queen Quiz: Archive Explorer (Part 2),,In which country did Queen play at Estádio do Morumbi on 21 March 1981?,,,,Mexico,false
Queen Quiz: Archive Explorer (Part 2),,"In what year did this Queen-related event occur: Greatest Flix, a compilation of Queen's promotional videos, is released in the UK?",Queen Timeline,medium,2,1984,false
Queen Quiz: Archive Explorer (Part 2),,"In what year did this Queen-related event occur: Greatest Flix, a compilation of Queen's promotional videos, is released in the UK?",,,,1981,true
Queen Quiz: Archive Explorer (Part 2),,"In what year did this Queen-related event occur: Greatest Flix, a compilation of Queen's promotional videos, is released in the UK?",,,,1985,false
Queen Quiz: Archive Explorer (Part 2),,"In what year did this Queen-related event occur: Greatest Flix, a compilation of Queen's promotional videos, is released in the UK?",,,,1982,false
Queen Quiz: Archive Explorer (Part 2),,In which month of 1969 did this happen: John plays his final gig with Art before leaving for university in London?,Queen Timeline,hard,3,June,false
Queen Quiz: Archive Explorer (Part 2),,In which month of 1969 did this happen: John plays his final gig with Art before leaving for university in London?,,,,February,false
Queen Quiz: Archive Explorer (Part 2),,In which month of 1969 did this happen: John plays his final gig with Art before leaving for university in London?,,,,August,true
Queen Quiz: Archive Explorer (Part 2),,In which month of 1969 did this happen: John plays his final gig with Art before leaving for university in London?,,,,October,false
Queen Quiz: Archive Explorer (Part 2),,In what year did this Queen-related event occur: Roger joins local band Johnny Quale and the Reaction?,Queen Timeline,hard,3,1964,false
Queen Quiz: Archive Explorer (Part 2),,In what year did this Queen-related event occur: Roger joins local band Johnny Quale and the Reaction?,,,,1961,false
Queen Quiz: Archive Explorer (Part 2),,In what year did this Queen-related event occur: Roger joins local band Johnny Quale and the Reaction?,,,,1962,false
Queen Quiz: Archive Explorer (Part 2),,In what year did this Queen-related event occur: Roger joins local band Johnny Quale and the Reaction?,,,,1965,true
Queen Quiz: Archive Explorer (Part 2),,Which city hosted Queen's 2 May 1979 show at Prefectural Athletic Association?,Concerts,hard,3,Yamaguchi,true
Queen Quiz: Archive Explorer (Part 2),,Which city hosted Queen's 2 May 1979 show at Prefectural Athletic Association?,,,,Saarbrucken,false
Queen Quiz: Archive Explorer (Part 2),,Which city hosted Queen's 2 May 1979 show at Prefectural Athletic Association?,,,,Sapporo,false
Queen Quiz: Archive Explorer (Part 2),,Which city hosted Queen's 2 May 1979 show at Prefectural Athletic Association?,,,,Barcelona,false
Queen Quiz: Archive Explorer (Part 2),,Which Queen member has the individual writing credit for 'Put Out the Fire'?,Songwriting,hard,3,Freddie Mercury,false
Queen Quiz: Archive Explorer (Part 2),,Which Queen member has the individual writing credit for 'Put Out the Fire'?,,,,Brian May,true
Queen Quiz: Archive Explorer (Part 2),,Which Queen member has the individual writing credit for 'Put Out the Fire'?,,,,Roger Taylor,false
Queen Quiz: Archive Explorer (Part 2),,Which Queen member has the individual writing credit for 'Put Out the Fire'?,,,,John Deacon,false
Queen Quiz: Archive Explorer (Part 2),,Which Queen member has the individual writing credit for 'Tear It Up'?,Songwriting,hard,3,Freddie Mercury,false
Queen Quiz: Archive Explorer (Part 2),,Which Queen member has the individual writing credit for 'Tear It Up'?,,,,Roger Taylor,false
Queen Quiz: Archive Explorer (Part 2),,Which Queen member has the individual writing credit for 'Tear It Up'?,,,,Brian May,true
Queen Quiz: Archive Explorer (Part 2),,Which Queen member has the individual writing credit for 'Tear It Up'?,,,,John Deacon,false
Queen Quiz: Archive Explorer (Part 2),,Which city hosted Queen's 21 August 1982 show at Reunion?,Concerts,hard,3,Berlin,false
Queen Quiz: Archive Explorer (Part 2),,Which city hosted Queen's 21 August 1982 show at Reunion?,,,,Kassel,false
Queen Quiz: Archive Explorer (Part 2),,Which city hosted Queen's 21 August 1982 show at Reunion?,,,,Lyon,false
Queen Quiz: Archive Explorer (Part 2),,Which city hosted Queen's 21 August 1982 show at Reunion?,,,,Dallas,true
Queen Quiz: Archive Explorer (Part 2),,In which month of 1972 did this happen: John organises a gig at Bedford College attended by just six people - one of his most embarrassing moments?,Queen Timeline,hard,3,January,true
Queen Quiz: Archive Explorer (Part 2),,In which month of 1972 did this happen: John organises a gig at Bedford College attended by just six people - one of his most embarrassing moments?,,,,October,false
Queen Quiz: Archive Explorer (Part 2),,In which month of 1972 did this happen: John organises a gig at Bedford College attended by just six people - one of his most embarrassing moments?,,,,June,false
Queen Quiz: Archive Explorer (Part 2),,In which month of 1972 did this happen: John organises a gig at Bedford College attended by just six people - one of his most embarrassing moments?,,,,March,false
Queen Quiz: Archive Explorer (Part 2),,In what year did this Queen-related event occur: Queen begin a sold-out five-night run at Tokyo's Budokan Hall?,Queen Timeline,hard,3,1984,false
Queen Quiz: Archive Explorer (Part 2),,In what year did this Queen-related event occur: Queen begin a sold-out five-night run at Tokyo's Budokan Hall?,,,,1981,true
Queen Quiz: Archive Explorer (Part 2),,In what year did this Queen-related event occur: Queen begin a sold-out five-night run at Tokyo's Budokan Hall?,,,,1978,false
Queen Quiz: Archive Explorer (Part 2),,In what year did this Queen-related event occur: Queen begin a sold-out five-night run at Tokyo's Budokan Hall?,,,,1982,false
Queen Quiz: Archive Explorer (Part 2),,In which month of 1973 did this happen: Queen's debut album is finished but still without a record deal?,Queen Timeline,hard,3,March,false
Queen Quiz: Archive Explorer (Part 2),,In which month of 1973 did this happen: Queen's debut album is finished but still without a record deal?,,,,December,false
Queen Quiz: Archive Explorer (Part 2),,In which month of 1973 did this happen: Queen's debut album is finished but still without a record deal?,,,,January,true
Queen Quiz: Archive Explorer (Part 2),,In which month of 1973 did this happen: Queen's debut album is finished but still without a record deal?,,,,June,false
Queen Quiz: Archive Explorer (Part 2),,At which venue did Queen perform in Manchester on 27 November 1979?,Concerts,hard,3,Alexandra Palace,false
Queen Quiz: Archive Explorer (Part 2),,At which venue did Queen perform in Manchester on 27 November 1979?,,,,Festival Hall,false
Queen Quiz: Archive Explorer (Part 2),,At which venue did Queen perform in Manchester on 27 November 1979?,,,,Messesportspalace,false
Queen Quiz: Archive Explorer (Part 2),,At which venue did Queen perform in Manchester on 27 November 1979?,,,,Apollo Theatre,true
Queen Quiz: Archive Explorer (Part 2),,Which Hollywood actor took an early co-producing interest in the 'We Will Rock You' musical?,Queen on Stage,hard,3,Robert De Niro,true
Queen Quiz: Archive Explorer (Part 2),,Which Hollywood actor took an early co-producing interest in the 'We Will Rock You' musical?,,,,Al Pacino,false
Queen Quiz: Archive Explorer (Part 2),,Which Hollywood actor took an early co-producing interest in the 'We Will Rock You' musical?,,,,Tom Hanks,false
Queen Quiz: Archive Explorer (Part 2),,Which Hollywood actor took an early co-producing interest in the 'We Will Rock You' musical?,,,,Robert Redford,false
Queen Quiz: Archive Explorer (Part 2),,At which venue did Queen perform in Toronto on 30 August 1980?,Concerts,hard,4,Rosemont Horizon,false
Queen Quiz: Archive Explorer (Part 2),,At which venue did Queen perform in Toronto on 30 August 1980?,,,,CNE,true
Queen Quiz: Archive Explorer (Part 2),,At which venue did Queen perform in Toronto on 30 August 1980?,,,,Oakland Coliseum Arena,false
Queen Quiz: Archive Explorer (Part 2),,At which venue did Queen perform in Toronto on 30 August 1980?,,,,Compton Terrace,false
Queen Quiz: Archive Explorer (Part 2),,At which venue did Queen perform in Caracas on 26 September 1981?,Concerts,hard,4,Estadio de Beisbol Ignacio Zaragoza,false
Queen Quiz: Archive Explorer (Part 2),,At which venue did Queen perform in Caracas on 26 September 1981?,,,,Estadio José María Minella,false
Queen Quiz: Archive Explorer (Part 2),,At which venue did Queen perform in Caracas on 26 September 1981?,,,,Poliedro De Caracas,true
Queen Quiz: Archive Explorer (Part 2),,At which venue did Queen perform in Caracas on 26 September 1981?,,,,El Gigante de Arroyito (Estadio Rosario Central),false
Queen Quiz: Archive Explorer (Part 2),,On which May date in 2002 did the original 'We Will Rock You' musical open?,Queen on Stage,hard,4,1 May,false
Queen Quiz: Archive Explorer (Part 2),,On which May date in 2002 did the original 'We Will Rock You' musical open?,,,,21 May,false
Queen Quiz: Archive Explorer (Part 2),,On which May date in 2002 did the original 'We Will Rock You' musical open?,,,,30 May,false
Queen Quiz: Archive Explorer (Part 2),,On which May date in 2002 did the original 'We Will Rock You' musical open?,,,,14 May,true
Queen Quiz: Archive Explorer (Part 2),,At which venue did Queen perform in Kalamazoo on 11 November 1978?,Concerts,hard,4,Wings Stadium,true
Queen Quiz: Archive Explorer (Part 2),,At which venue did Queen perform in Kalamazoo on 11 November 1978?,,,,Forum,false
Queen Quiz: Archive Explorer (Part 2),,At which venue did Queen perform in Kalamazoo on 11 November 1978?,,,,Rhode Island Civic Centre,false
Queen Quiz: Archive Explorer (Part 2),,At which venue did Queen perform in Kalamazoo on 11 November 1978?,,,,Auditorium,false
