QuizTitle,QuizDescription,QuestionText,Category,Difficulty,Points,OptionText,IsCorrect
Queen Quiz: Before the Crown (Part 2),,Which London college did Freddie attend before Ealing College of Art?,Freddie Mercury,hard,3,Imperial College,false
Queen Quiz: Before the Crown (Part 2),,Which London college did Freddie attend before Ealing College of Art?,,,,Isleworth Polytechnic,true
Queen Quiz: Before the Crown (Part 2),,Which London college did Freddie attend before Ealing College of Art?,,,,Chelsea College,false
Queen Quiz: Before the Crown (Part 2),,Which London college did Freddie attend before Ealing College of Art?,,,,London Hospital Medical College,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),Additional sourced Queen questions for editorial review.,Which photographer shot both the Queen II and Sheer Heart Attack covers?,Artwork,hard,4,David Bailey,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which photographer shot both the Queen II and Sheer Heart Attack covers?,,,,Anton Corbijn,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which photographer shot both the Queen II and Sheer Heart Attack covers?,,,,Richard Avedon,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which photographer shot both the Queen II and Sheer Heart Attack covers?,,,,Mick Rock,true
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which English city opened Queen's first major Mott the Hoople support tour?,Touring,hard,4,Glasgow,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which English city opened Queen's first major Mott the Hoople support tour?,,,,Leeds,true
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which English city opened Queen's first major Mott the Hoople support tour?,,,,Manchester,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which English city opened Queen's first major Mott the Hoople support tour?,,,,New York,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which London theatre hosted the finale of Queen's first headlining UK tour?,Touring,hard,3,Rainbow Theatre,true
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which London theatre hosted the finale of Queen's first headlining UK tour?,,,,Earls Court Arena,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which London theatre hosted the finale of Queen's first headlining UK tour?,,,,Hammersmith Odeon,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Which London theatre hosted the finale of Queen's first headlining UK tour?,,,,Madison Square Garden,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,In which country outside the UK did Queen play one of their first overseas gigs in 1973?,Touring,hard,3,Japan,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,In which country outside the UK did Queen play one of their first overseas gigs in 1973?,,,,Australia,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,In which country outside the UK did Queen play one of their first overseas gigs in 1973?,,,,Luxembourg,true
Queen Quiz: Breakthrough 1973–1976 (Part 1),,In which country outside the UK did Queen play one of their first overseas gigs in 1973?,,,,Brazil,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Who became Queen's tour manager for their 1976 American tour?,Touring,hard,3,Jim Beach,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Who became Queen's tour manager for their 1976 American tour?,,,,Peter Hince,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Who became Queen's tour manager for their 1976 American tour?,,,,Gerry Stickells,true
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Who became Queen's tour manager for their 1976 American tour?,,,,John Reid,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Who became Queen's manager during the A Night at the Opera era?,Management,hard,3,Jim Beach,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Who became Queen's manager during the A Night at the Opera era?,,,,John Reid,true
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Who became Queen's manager during the A Night at the Opera era?,,,,Peter Grant,false
Queen Quiz: Breakthrough 1973–1976 (Part 1),,Who became Queen's manager during the A Night at the Opera era?,,,,Lou Reizner,false
