QuizTitle,QuizDescription,QuestionText,Category,Difficulty,Points,OptionText,IsCorrect
Bohemian Rhapsody: The Movie (Part 1),"",Which instrument does Brian May play in Queen?,"","","",Piano only,false
Bohemian Rhapsody: The Movie (Part 1),"",Which instrument does Roger Taylor play in Queen?,Characters,easy,1,Bass guitar,false
Bohemian Rhapsody: The Movie (Part 1),"",Which instrument does Roger Taylor play in Queen?,"","","",Lead guitar,false
Bohemian Rhapsody: The Movie (Part 1),"",Which instrument does Roger Taylor play in Queen?,"","","",Drums,true
Bohemian Rhapsody: The Movie (Part 1),"",Which instrument does Roger Taylor play in Queen?,"","","",Saxophone,false
Bohemian Rhapsody: The Movie (Part 1),"",Which instrument does John Deacon play in Queen?,Characters,easy,1,Drums,false
Bohemian Rhapsody: The Movie (Part 1),"",Which instrument does John Deacon play in Queen?,"","","",Lead guitar,false
Bohemian Rhapsody: The Movie (Part 1),"",Which instrument does John Deacon play in Queen?,"","","",Trumpet,false
Bohemian Rhapsody: The Movie (Part 1),"",Which instrument does John Deacon play in Queen?,"","","",Bass guitar,true
Bohemian Rhapsody: The Movie (Part 1),"",What is Mary Austin's relationship to Freddie for part of the film?,Relationships,easy,1,His fiancée,true
Bohemian Rhapsody: The Movie (Part 1),"",What is Mary Austin's relationship to Freddie for part of the film?,"","","",His sister,false
Bohemian Rhapsody: The Movie (Part 1),"",What is Mary Austin's relationship to Freddie for part of the film?,"","","",His manager,false
Bohemian Rhapsody: The Movie (Part 1),"",What is Mary Austin's relationship to Freddie for part of the film?,"","","",His costume designer,false
Bohemian Rhapsody: The Movie (Part 1),"",Which actor plays record executive Ray Foster?,Cast,easy,1,Tom Hollander,false
Bohemian Rhapsody: The Movie (Part 1),"",Which actor plays record executive Ray Foster?,"","","",Mike Myers,true
Bohemian Rhapsody: The Movie (Part 1),"",Which actor plays record executive Ray Foster?,"","","",Aidan Gillen,false
Bohemian Rhapsody: The Movie (Part 1),"",Which actor plays record executive Ray Foster?,"","","",Allen Leech,false
Bohemian Rhapsody: The Movie (Part 1),"",Which record executive refuses to release 'Bohemian Rhapsody' as a single in the film?,Characters,easy,1,John Reid,false
Bohemian Rhapsody: The Movie (Part 1),"",Which record executive refuses to release 'Bohemian Rhapsody' as a single in the film?,"","","",Jim Beach,false
Bohemian Rhapsody: The Movie (Part 1),"",Which record executive refuses to release 'Bohemian Rhapsody' as a single in the film?,"","","",Ray Foster,true
Bohemian Rhapsody: The Movie (Part 1),"",Which record executive refuses to release 'Bohemian Rhapsody' as a single in the film?,"","","",Kenny Everett,false
Bohemian Rhapsody: The Movie (Part 1),"",Which song does the record company complain is too long for radio?,Songs,easy,1,Radio Ga Ga,false
Bohemian Rhapsody: The Movie (Part 1),"",Which song does the record company complain is too long for radio?,"","","",We Will Rock You,false
Bohemian Rhapsody: The Movie (Part 1),"",Which song does the record company complain is too long for radio?,"","","",Another One Bites the Dust,false
Bohemian Rhapsody: The Movie (Part 1),"",Which song does the record company complain is too long for radio?,"","","",Bohemian Rhapsody,true
Bohemian Rhapsody: The Movie (Part 1),"",What does the band sell to help pay for studio recording time early in the film?,Story,easy,1,Their van,true
Bohemian Rhapsody: The Movie (Part 1),"",What does the band sell to help pay for studio recording time early in the film?,"","","",Freddie's piano,false
Bohemian Rhapsody: The Movie (Part 1),"",What does the band sell to help pay for studio recording time early in the film?,"","","",Brian's guitar,false
Bohemian Rhapsody: The Movie (Part 1),"",What does the band sell to help pay for studio recording time early in the film?,"","","",Roger's drum kit,false
Bohemian Rhapsody: The Movie (Part 1),"",Which animals does Freddie keep as beloved pets?,Story,easy,1,Dogs,false
Bohemian Rhapsody: The Movie (Part 1),"",Which animals does Freddie keep as beloved pets?,"","","",Cats,true
Bohemian Rhapsody: The Movie (Part 1),"",Which animals does Freddie keep as beloved pets?,"","","",Parrots,false
Bohemian Rhapsody: The Movie (Part 1),"",Which animals does Freddie keep as beloved pets?,"","","",Rabbits,false
Bohemian Rhapsody: The Movie (Part 1),"",What is Freddie's family surname?,Characters,easy,1,Mercury,false
Bohemian Rhapsody: The Movie (Part 1),"",What is Freddie's family surname?,"","","",Austin,false
Bohemian Rhapsody: The Movie (Part 1),"",What is Freddie's family surname?,"","","",Bulsara,true
Bohemian Rhapsody: The Movie (Part 1),"",What is Freddie's family surname?,"","","",Hutton,false
Bohemian Rhapsody: The Movie (Part 1),"",Who becomes Freddie's partner near the end of the film?,Relationships,easy,1,John Reid,false
Bohemian Rhapsody: The Movie (Part 1),"",Who becomes Freddie's partner near the end of the film?,"","","",Ray Foster,false
Bohemian Rhapsody: The Movie (Part 1),"",Who becomes Freddie's partner near the end of the film?,"","","",Bob Geldof,false
Bohemian Rhapsody: The Movie (Part 1),"",Who becomes Freddie's partner near the end of the film?,"","","",Jim Hutton,true
Bohemian Rhapsody: The Movie (Part 1),"",Who becomes Queen's manager after John Reid is dismissed?,Characters,easy,1,Jim Beach,true
Bohemian Rhapsody: The Movie (Part 1),"",Who becomes Queen's manager after John Reid is dismissed?,"","","",Paul Prenter,false
Bohemian Rhapsody: The Movie (Part 1),"",Who becomes Queen's manager after John Reid is dismissed?,"","","",Kenny Everett,false
Bohemian Rhapsody: The Movie (Part 1),"",Who becomes Queen's manager after John Reid is dismissed?,"","","",Roy Thomas Baker,false
Bohemian Rhapsody: The Movie (Part 1),"",Who works as Freddie's personal manager and later betrays him?,Characters,easy,1,Jim Hutton,false
Bohemian Rhapsody: The Movie (Part 1),"",Who works as Freddie's personal manager and later betrays him?,"","","",Paul Prenter,true
Bohemian Rhapsody: The Movie (Part 1),"",Who works as Freddie's personal manager and later betrays him?,"","","",Tim Staffell,false
Bohemian Rhapsody: The Movie (Part 1),"",Who works as Freddie's personal manager and later betrays him?,"","","",Bomi Bulsara,false
Bohemian Rhapsody: The Movie (Part 1),"",Which song begins Queen's performance in the film's Live Aid sequence?,Live Aid,easy,1,Radio Ga Ga,false
Bohemian Rhapsody: The Movie (Part 1),"",Which song begins Queen's performance in the film's Live Aid sequence?,"","","",Hammer to Fall,false
Bohemian Rhapsody: The Movie (Part 1),"",Which song begins Queen's performance in the film's Live Aid sequence?,"","","",Bohemian Rhapsody,true
Bohemian Rhapsody: The Movie (Part 1),"",Which song begins Queen's performance in the film's Live Aid sequence?,"","","",We Are the Champions,false
Bohemian Rhapsody: The Movie (Part 1),"",Which song closes Queen's performance in the theatrical Live Aid sequence?,Live Aid,easy,1,Hammer to Fall,false
Bohemian Rhapsody: The Movie (Part 1),"",Which song closes Queen's performance in the theatrical Live Aid sequence?,"","","",Radio Ga Ga,false
Bohemian Rhapsody: The Movie (Part 1),"",Which song closes Queen's performance in the theatrical Live Aid sequence?,"","","",Crazy Little Thing Called Love,false
Bohemian Rhapsody: The Movie (Part 1),"",Which song closes Queen's performance in the theatrical Live Aid sequence?,"","","",We Are the Champions,true
Bohemian Rhapsody: The Movie (Part 1),"",In which year was Bohemian Rhapsody released in cinemas?,Film facts,easy,1,2018,true
Bohemian Rhapsody: The Movie (Part 1),"",In which year was Bohemian Rhapsody released in cinemas?,"","","",2016,false
Bohemian Rhapsody: The Movie (Part 1),"",In which year was Bohemian Rhapsody released in cinemas?,"","","",2019,false
Bohemian Rhapsody: The Movie (Part 1),"",In which year was Bohemian Rhapsody released in cinemas?,"","","",2021,false
Bohemian Rhapsody: The Movie (Part 1),"",What US rating did the film receive?,Film facts,easy,1,PG,false
Bohemian Rhapsody: The Movie (Part 1),"",What US rating did the film receive?,"","","",PG-13,true
Bohemian Rhapsody: The Movie (Part 1),"",What US rating did the film receive?,"","","",R,false
Bohemian Rhapsody: The Movie (Part 1),"",What US rating did the film receive?,"","","",G,false
Bohemian Rhapsody: The Movie (Part 1),"",What runtime is listed by 20th Century Studios?,Film facts,easy,1,1 hour 42 minutes,false
Bohemian Rhapsody: The Movie (Part 1),"",What runtime is listed by 20th Century Studios?,"","","",2 hours 45 minutes,false
Bohemian Rhapsody: The Movie (Part 1),"",What runtime is listed by 20th Century Studios?,"","","",2 hours 12 minutes,true
Bohemian Rhapsody: The Movie (Part 1),"",What runtime is listed by 20th Century Studios?,"","","",3 hours 1 minute,false
Bohemian Rhapsody: The Movie (Part 1),"",Who is the film's credited director?,Crew,easy,1,Dexter Fletcher,false
Bohemian Rhapsody: The Movie (Part 1),"",Who is the film's credited director?,"","","",Anthony McCarten,false
Bohemian Rhapsody: The Movie (Part 1),"",Who is the film's credited director?,"","","",Graham King,false
Bohemian Rhapsody: The Movie (Part 1),"",Who is the film's credited director?,"","","",Bryan Singer,true
Bohemian Rhapsody: The Movie (Part 1),"",Who wrote the film's screenplay?,Crew,easy,1,Anthony McCarten,true
Bohemian Rhapsody: The Movie (Part 1),"",Who wrote the film's screenplay?,"","","",John Ottman,false
Bohemian Rhapsody: The Movie (Part 1),"",Who wrote the film's screenplay?,"","","",Peter Jackson,false
Bohemian Rhapsody: The Movie (Part 1),"",Who wrote the film's screenplay?,"","","",Aaron Haye,false
Bohemian Rhapsody: The Movie (Part 1),"",The film takes its title from which Queen song?,Songs,easy,1,Somebody to Love,false
Bohemian Rhapsody: The Movie (Part 1),"",The film takes its title from which Queen song?,"","","",Bohemian Rhapsody,true
Bohemian Rhapsody: The Movie (Part 1),"",The film takes its title from which Queen song?,"","","",Don't Stop Me Now,false
Bohemian Rhapsody: The Movie (Part 1),"",The film takes its title from which Queen song?,"","","",The Show Must Go On,false
Bohemian Rhapsody: The Movie (Part 1),"",Which years broadly frame the film's main story?,Film facts,medium,2,1960 to 1975,false
Bohemian Rhapsody: The Movie (Part 1),"",Which years broadly frame the film's main story?,"","","",1975 to 1991,false
Bohemian Rhapsody: The Movie (Part 1),"",Which years broadly frame the film's main story?,"","","",1970 to 1985,true
Bohemian Rhapsody: The Movie (Part 1),"",Which years broadly frame the film's main story?,"","","",1980 to 2000,false
Bohemian Rhapsody: The Movie (Part 1),"",At which fashion store does Freddie meet Mary Austin in the film?,Story,medium,2,Harrods,false
Bohemian Rhapsody: The Movie (Part 1),"",At which fashion store does Freddie meet Mary Austin in the film?,"","","",Liberty,false
Bohemian Rhapsody: The Movie (Part 1),"",At which fashion store does Freddie meet Mary Austin in the film?,"","","",Selfridges,false
Bohemian Rhapsody: The Movie (Part 1),"",At which fashion store does Freddie meet Mary Austin in the film?,"","","",Biba,true
Bohemian Rhapsody: The Movie (Part 1),"",Who is shown organising Live Aid?,Characters,medium,2,Bob Geldof,true
Bohemian Rhapsody: The Movie (Part 1),"",Who is shown organising Live Aid?,"","","",Kenny Everett,false
Bohemian Rhapsody: The Movie (Part 1),"",Who is shown organising Live Aid?,"","","",Ray Foster,false
Bohemian Rhapsody: The Movie (Part 1),"",Who is shown organising Live Aid?,"","","",John Reid,false
Bohemian Rhapsody: The Movie (Part 1),"",Which radio DJ plays 'Bohemian Rhapsody' after Freddie leaves him a copy?,Characters,medium,2,Bob Geldof,false
Bohemian Rhapsody: The Movie (Part 1),"",Which radio DJ plays 'Bohemian Rhapsody' after Freddie leaves him a copy?,"","","",Kenny Everett,true
Bohemian Rhapsody: The Movie (Part 1),"",Which radio DJ plays 'Bohemian Rhapsody' after Freddie leaves him a copy?,"","","",John Peel,false
Bohemian Rhapsody: The Movie (Part 1),"",Which radio DJ plays 'Bohemian Rhapsody' after Freddie leaves him a copy?,"","","",Tony Blackburn,false
Bohemian Rhapsody: The Movie (Part 1),"",At which residential studio does the band record the album containing 'Bohemian Rhapsody'?,Locations,medium,2,Abbey Road Studios,false
Bohemian Rhapsody: The Movie (Part 1),"",At which residential studio does the band record the album containing 'Bohemian Rhapsody'?,"","","",Trident Studios,false
Bohemian Rhapsody: The Movie (Part 1),"",At which residential studio does the band record the album containing 'Bohemian Rhapsody'?,"","","",Rockfield Studios,true
Bohemian Rhapsody: The Movie (Part 1),"",At which residential studio does the band record the album containing 'Bohemian Rhapsody'?,"","","",Electric Lady Studios,false
Bohemian Rhapsody: The Movie (Part 1),"",Which album is Queen making during the film's Rockfield Studios sequence?,Albums,medium,2,News of the World,false
Bohemian Rhapsody: The Movie (Part 1),"",Which album is Queen making during the film's Rockfield Studios sequence?,"","","",The Works,false
Bohemian Rhapsody: The Movie (Part 1),"",Which album is Queen making during the film's Rockfield Studios sequence?,"","","",Hot Space,false
Bohemian Rhapsody: The Movie (Part 1),"",Which album is Queen making during the film's Rockfield Studios sequence?,"","","",A Night at the Opera,true
Bohemian Rhapsody: The Movie (Part 1),"",Which character is a fictional EMI executive created for the film?,Characters,medium,2,Ray Foster,true
Bohemian Rhapsody: The Movie (Part 1),"",Which character is a fictional EMI executive created for the film?,"","","",John Reid,false
Bohemian Rhapsody: The Movie (Part 1),"",Which character is a fictional EMI executive created for the film?,"","","",Jim Beach,false
Bohemian Rhapsody: The Movie (Part 1),"",Which character is a fictional EMI executive created for the film?,"","","",Roy Thomas Baker,false
Bohemian Rhapsody: The Movie (Part 1),"",Who is Queen's first major manager in the film?,Characters,medium,2,Jim Beach,false
Bohemian Rhapsody: The Movie (Part 1),"",Who is Queen's first major manager in the film?,"","","",John Reid,true
Bohemian Rhapsody: The Movie (Part 1),"",Who is Queen's first major manager in the film?,"","","",Paul Prenter,false
Bohemian Rhapsody: The Movie (Part 1),"",Who is Queen's first major manager in the film?,"","","",Ray Foster,false
Bohemian Rhapsody: The Movie (Part 1),"",What nickname does Freddie give lawyer Jim Beach?,Characters,medium,2,Memphis,false
Bohemian Rhapsody: The Movie (Part 1),"",What nickname does Freddie give lawyer Jim Beach?,"","","",Boston,false
Bohemian Rhapsody: The Movie (Part 1),"",What nickname does Freddie give lawyer Jim Beach?,"","","",Miami,true
Bohemian Rhapsody: The Movie (Part 1),"",What nickname does Freddie give lawyer Jim Beach?,"","","",Denver,false
Bohemian Rhapsody: The Movie (Part 1),"",What important information does Paul Prenter keep from Freddie?,Story,medium,2,News of Mary's wedding,false
Bohemian Rhapsody: The Movie (Part 1),"",What important information does Paul Prenter keep from Freddie?,"","","",A new record contract,false
Bohemian Rhapsody: The Movie (Part 1),"",What important information does Paul Prenter keep from Freddie?,"","","",The band's tour dates,false
Bohemian Rhapsody: The Movie (Part 1),"",What important information does Paul Prenter keep from Freddie?,"","","",Messages about Live Aid,true
Bohemian Rhapsody: The Movie (Part 1),"",How does Mary respond when Freddie says he thinks he is bisexual?,Relationships,medium,2,She tells him he is gay,true
Bohemian Rhapsody: The Movie (Part 1),"",How does Mary respond when Freddie says he thinks he is bisexual?,"","","",She proposes immediately,false
Bohemian Rhapsody: The Movie (Part 1),"",How does Mary respond when Freddie says he thinks he is bisexual?,"","","",She says he should leave Queen,false
Bohemian Rhapsody: The Movie (Part 1),"",How does Mary respond when Freddie says he thinks he is bisexual?,"","","",She asks him to move to America,false
Bohemian Rhapsody: The Movie (Part 1),"",In which city does Freddie live while working on his solo career?,Locations,medium,2,Paris,false
Bohemian Rhapsody: The Movie (Part 1),"",In which city does Freddie live while working on his solo career?,"","","",Munich,true
Bohemian Rhapsody: The Movie (Part 1),"",In which city does Freddie live while working on his solo career?,"","","",New York,false
Bohemian Rhapsody: The Movie (Part 1),"",In which city does Freddie live while working on his solo career?,"","","",Montreux,false
Bohemian Rhapsody: The Movie (Part 1),"",How much does Freddie say his CBS solo deal is worth?,Story,medium,2,$1 million,false
Bohemian Rhapsody: The Movie (Part 1),"",How much does Freddie say his CBS solo deal is worth?,"","","",$10 million,false
Bohemian Rhapsody: The Movie (Part 1),"",How much does Freddie say his CBS solo deal is worth?,"","","",$4 million,true
Bohemian Rhapsody: The Movie (Part 1),"",How much does Freddie say his CBS solo deal is worth?,"","","","$500,000",false
Bohemian Rhapsody: The Movie (Part 1),"",What condition does Queen set before agreeing to reunite with Freddie?,Story,medium,2,He must abandon the piano,false
Bohemian Rhapsody: The Movie (Part 1),"",What condition does Queen set before agreeing to reunite with Freddie?,"","","",He must sell Garden Lodge,false
Bohemian Rhapsody: The Movie (Part 1),"",What condition does Queen set before agreeing to reunite with Freddie?,"","","",He must cancel Live Aid,false
Bohemian Rhapsody: The Movie (Part 1),"",What condition does Queen set before agreeing to reunite with Freddie?,"","","",He must fire Paul Prenter,true
Bohemian Rhapsody: The Movie (Part 1),"",Which illness does Freddie tell the band he has before Live Aid in the film?,Story,medium,2,AIDS,true
Bohemian Rhapsody: The Movie (Part 1),"",Which illness does Freddie tell the band he has before Live Aid in the film?,"","","",Pneumonia,false
Bohemian Rhapsody: The Movie (Part 1),"",Which illness does Freddie tell the band he has before Live Aid in the film?,"","","",Tuberculosis,false
Bohemian Rhapsody: The Movie (Part 1),"",Which illness does Freddie tell the band he has before Live Aid in the film?,"","","",Leukaemia,false
Bohemian Rhapsody: The Movie (Part 1),"",Which three-part motto does Freddie's father repeat?,Dialogue,medium,2,"Work hard, stay humble, be kind",false
Bohemian Rhapsody: The Movie (Part 1),"",Which three-part motto does Freddie's father repeat?,"","","","Good thoughts, good words, good deeds",true
Bohemian Rhapsody: The Movie (Part 1),"",Which three-part motto does Freddie's father repeat?,"","","","Truth, courage, and loyalty",false
Bohemian Rhapsody: The Movie (Part 1),"",Which three-part motto does Freddie's father repeat?,"","","","Family, faith, and fortune",false
Bohemian Rhapsody: The Movie (Part 2),"A deeper dive into the 2018 Queen biopic, including detailed scenes, supporting cast, production, soundtrack, and awards.",What does Jim Hutton tell Freddie to do before looking him up?,Relationships,medium,2,Leave the music business,false
Bohemian Rhapsody: The Movie (Part 2),"",What does Jim Hutton tell Freddie to do before looking him up?,"","","",Move back with his parents,false
Bohemian Rhapsody: The Movie (Part 2),"",What does Jim Hutton tell Freddie to do before looking him up?,"","","",Learn to like himself,true
Bohemian Rhapsody: The Movie (Part 2),"",What does Jim Hutton tell Freddie to do before looking him up?,"","","",End his friendship with Mary,false
Bohemian Rhapsody: The Movie (Part 2),"",Which song does Brian May devise around audience participation and a stomp-stomp-clap beat?,Songs,medium,2,Radio Ga Ga,false
Bohemian Rhapsody: The Movie (Part 2),"",Which song does Brian May devise around audience participation and a stomp-stomp-clap beat?,"","","",Hammer to Fall,false
Bohemian Rhapsody: The Movie (Part 2),"",Which song does Brian May devise around audience participation and a stomp-stomp-clap beat?,"","","",Keep Yourself Alive,false
Bohemian Rhapsody: The Movie (Part 2),"",Which song does Brian May devise around audience participation and a stomp-stomp-clap beat?,"","","",We Will Rock You,true
Bohemian Rhapsody: The Movie (Part 2),"",Which song grows from a bass riff played by John Deacon during a band argument?,Songs,medium,2,Another One Bites the Dust,true
Bohemian Rhapsody: The Movie (Part 2),"",Which song grows from a bass riff played by John Deacon during a band argument?,"","","",Under Pressure,false
Bohemian Rhapsody: The Movie (Part 2),"",Which song grows from a bass riff played by John Deacon during a band argument?,"","","",You're My Best Friend,false
Bohemian Rhapsody: The Movie (Part 2),"",Which song grows from a bass riff played by John Deacon during a band argument?,"","","",The Game,false
Bohemian Rhapsody: The Movie (Part 2),"",Which band member sings the highest 'Galileo' parts during the recording montage?,Songs,medium,2,Brian May,false
Bohemian Rhapsody: The Movie (Part 2),"",Which band member sings the highest 'Galileo' parts during the recording montage?,"","","",Roger Taylor,true
Bohemian Rhapsody: The Movie (Part 2),"",Which band member sings the highest 'Galileo' parts during the recording montage?,"","","",John Deacon,false
Bohemian Rhapsody: The Movie (Part 2),"",Which band member sings the highest 'Galileo' parts during the recording montage?,"","","",Freddie Mercury,false
Bohemian Rhapsody: The Movie (Part 2),"",What unusual musical section does Freddie insist on adding to 'Bohemian Rhapsody'?,Songs,medium,2,A reggae breakdown,false
Bohemian Rhapsody: The Movie (Part 2),"",What unusual musical section does Freddie insist on adding to 'Bohemian Rhapsody'?,"","","",A spoken-word monologue,false
Bohemian Rhapsody: The Movie (Part 2),"",What unusual musical section does Freddie insist on adding to 'Bohemian Rhapsody'?,"","","",An operatic section,true
Bohemian Rhapsody: The Movie (Part 2),"",What unusual musical section does Freddie insist on adding to 'Bohemian Rhapsody'?,"","","",A jazz trumpet solo,false
Bohemian Rhapsody: The Movie (Part 2),"",Which song does Queen mime on Top of the Pops in the film?,Songs,medium,2,Fat Bottomed Girls,false
Bohemian Rhapsody: The Movie (Part 2),"",Which song does Queen mime on Top of the Pops in the film?,"","","",Somebody to Love,false
Bohemian Rhapsody: The Movie (Part 2),"",Which song does Queen mime on Top of the Pops in the film?,"","","",Flash,false
Bohemian Rhapsody: The Movie (Part 2),"",Which song does Queen mime on Top of the Pops in the film?,"","","",Killer Queen,true
Bohemian Rhapsody: The Movie (Part 2),"",Where does Mary live after Freddie buys his large London home?,Relationships,medium,2,In the house opposite,true
Bohemian Rhapsody: The Movie (Part 2),"",Where does Mary live after Freddie buys his large London home?,"","","",In New York,false
Bohemian Rhapsody: The Movie (Part 2),"",Where does Mary live after Freddie buys his large London home?,"","","",With Freddie's parents,false
Bohemian Rhapsody: The Movie (Part 2),"",Where does Mary live after Freddie buys his large London home?,"","","",Above Biba,false
Bohemian Rhapsody: The Movie (Part 2),"",What does Freddie use to signal Mary from his window?,Story,medium,2,A flashlight,false
Bohemian Rhapsody: The Movie (Part 2),"",What does Freddie use to signal Mary from his window?,"","","",A lamp,true
Bohemian Rhapsody: The Movie (Part 2),"",What does Freddie use to signal Mary from his window?,"","","",A red flag,false
Bohemian Rhapsody: The Movie (Part 2),"",What does Freddie use to signal Mary from his window?,"","","",A telephone bell,false
